=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7675, Session #1119)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1119, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51850 (Session #1120, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7676, Session #1120)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1120, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51854 (Session #1121, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7677, Session #1121)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1121, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51868 (Session #1122, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7678, Session #1122)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1122, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51872 (Session #1123, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7679, Session #1123)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1123, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51880 (Session #1124, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7680, Session #1124)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1124, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51886 (Session #1125, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7681, Session #1125)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1125, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51888 (Session #1126, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7682, Session #1126)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1126, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51904 (Session #1127, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7683, Session #1127)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1127, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51906 (Session #1128, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7684, Session #1128)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1128, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51922 (Session #1129, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7685, Session #1129)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1129, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51926 (Session #1130, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7686, Session #1130)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1130, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51930 (Session #1131, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7687, Session #1131)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1131, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51936 (Session #1132, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7688, Session #1132)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1132, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51942 (Session #1133, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7689, Session #1133)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1133, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51948 (Session #1134, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7690, Session #1134)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1134, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51962 (Session #1135, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7691, Session #1135)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1135, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51972 (Session #1136, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7692, Session #1136)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1136, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51974 (Session #1137, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7693, Session #1137)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1137, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51980 (Session #1138, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7694, Session #1138)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1138, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51992 (Session #1139, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7695, Session #1139)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1139, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52002 (Session #1140, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7696, Session #1140)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1140, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52014 (Session #1141, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7697, Session #1141)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1141, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52020 (Session #1142, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7698, Session #1142)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1142, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52022 (Session #1143, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7699, Session #1143)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1143, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52026 (Session #1144, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7700, Session #1144)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1144, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52030 (Session #1145, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7701, Session #1145)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1145, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52038 (Session #1146, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7702, Session #1146)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1146, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52054 (Session #1147, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7703, Session #1147)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1147, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52058 (Session #1148, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7704, Session #1148)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1148, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52074 (Session #1149, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7705, Session #1149)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1149, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52086 (Session #1150, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7706, Session #1150)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1150, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52092 (Session #1151, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7707, Session #1151)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1151, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52100 (Session #1152, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7708, Session #1152)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1152, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52112 (Session #1153, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7709, Session #1153)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1153, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52122 (Session #1154, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7710, Session #1154)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1154, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52130 (Session #1155, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7711, Session #1155)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1155, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52134 (Session #1156, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7712, Session #1156)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1156, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52144 (Session #1157, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7713, Session #1157)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1157, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52150 (Session #1158, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7714, Session #1158)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1158, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52154 (Session #1159, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7715, Session #1159)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1159, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52156 (Session #1160, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7716, Session #1160)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1160, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52158 (Session #1161, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7717, Session #1161)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1161, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52160 (Session #1162, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7718, Session #1162)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1162, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52164 (Session #1163, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7719, Session #1163)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1163, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52168 (Session #1164, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7720, Session #1164)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1164, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52178 (Session #1165, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7721, Session #1165)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1165, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52194 (Session #1166, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7722, Session #1166)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1166, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52200 (Session #1167, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7723, Session #1167)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1167, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52214 (Session #1168, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7724, Session #1168)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1168, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52220 (Session #1169, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7725, Session #1169)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1169, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52224 (Session #1170, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7726, Session #1170)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1170, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52240 (Session #1171, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7727, Session #1171)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1171, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52256 (Session #1172, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7728, Session #1172)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1172, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52268 (Session #1173, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7729, Session #1173)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1173, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52272 (Session #1174, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7730, Session #1174)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1174, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52284 (Session #1175, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7731, Session #1175)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1175, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52300 (Session #1176, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7732, Session #1176)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1176, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52306 (Session #1177, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7733, Session #1177)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1177, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52316 (Session #1178, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7734, Session #1178)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1178, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52320 (Session #1179, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7735, Session #1179)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1179, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52336 (Session #1180, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7736, Session #1180)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1180, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52346 (Session #1181, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7737, Session #1181)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1181, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52362 (Session #1182, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7738, Session #1182)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1182, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52368 (Session #1183, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7739, Session #1183)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1183, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52372 (Session #1184, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7740, Session #1184)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1184, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52384 (Session #1185, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7741, Session #1185)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1185, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52390 (Session #1186, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7742, Session #1186)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1186, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52406 (Session #1187, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7743, Session #1187)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1187, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52416 (Session #1188, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7744, Session #1188)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1188, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52430 (Session #1189, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7745, Session #1189)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1189, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52446 (Session #1190, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7746, Session #1190)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1190, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52462 (Session #1191, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7747, Session #1191)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1191, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52476 (Session #1192, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7748, Session #1192)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1192, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52482 (Session #1193, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7749, Session #1193)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1193, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52484 (Session #1194, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7750, Session #1194)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1194, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52488 (Session #1195, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7751, Session #1195)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1195, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52504 (Session #1196, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7752, Session #1196)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1196, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52520 (Session #1197, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7753, Session #1197)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1197, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52534 (Session #1198, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7754, Session #1198)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1198, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:52548 (Session #1199, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7755, Session #1199)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1199, exec 대기 중...
